MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9921335613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Woolamai, Sheet 2, County of Mornington, Schedule of allotments",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335623607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yabba, County of Benambra",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335633607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarck, County of Anglesey, Schedule of allotments",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335653607636,,,,,Victoria.Department of Crown Lands and Survey.,Parish of Wonthaggi. County of Mornington,,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335663607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Woorragee North, County of Bogong, Schedule of allotments",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335673607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Worrough, County of Anglesey",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335683607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarragon, Sheet 1, County of Buln Buln, schedule of allotments",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335693607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yowang, County of Grant, Schedule of allotments",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335703607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yowang, County of Grant, Schedule of allotments",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335713607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wonthaggi North, County of Mornington, Schedule of allotments",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335723607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wurdi-Youang, County of Grant, Schedule of allotments",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335733607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarnardook, County of Bourke",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335743607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarnardook, County of Bourke, Schedule of allotments",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335753607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yallock, County of Mornington, Schedule of allotments",,1979.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335763607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wiridjil, County of Heytesbury, Schedule of allotments",,1980.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335773607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yabba, Sheet 2, County of Benambra, Scehdule of allotments",,1980.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335783607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wormbete, County of Grant, Schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335793607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wulla Wullock, County of Buln Buln",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335803607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wulla Wullock, Sheet 2County of Buln Buln, Schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335813607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wensleydale, County of Polwarth, Scehdule of allotments",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921335823607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yaloak, County of Grant, Schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335833607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarraberb, County of Bendigo, schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335843607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yinnar, County of Buln Buln, Schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335853607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Croxton West, County of Normanby, Schedule of allotments. Parish of Croxton East, County of Villiers, Schedule of allotments",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335863607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wollert, County of Bourke, Schedule of allotments",,1982.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335873607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yaugher, Sheet 1, County of Polwarth, Schedule of allotments",,1982.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335883607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yaugher, Sheet 2, County of Polwarth, Schedule of allotments",,1982.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335893607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yeerung, (Sheet 2), County of Tanjil, Schedule of allotments",,1982.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335903607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Windham, Sheet 2, County of Anglesey, Schedule of allotments",,1983.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335913607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Windham, Sheet 1, County of Anglesey, Schedule of allotments",,1983.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335923607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yulecart, Sheet 1, County of Normanby, Schedule of allotments",,1983.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335933607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yulecart, Sheet 2, County of Normanby, Schedule of allotments",,1983.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921335973607636,E1431600,E1431600,S0375500,S0375500,Victoria.Department of Crown Lands and Survey.,"Parish of Tooliorook, County of Hampden",(E 143°16'/S 37°55').,"Melbourne :Dept. of Lands and Survey,1865.",1 map ;on sheet 38 x 28 cm.,,
9921336093607636,E1431600,E1431600,S0375500,S0375500,Victoria.Department of Crown Lands and Survey.,"Tooliorook, County of Hampden",(E 143°16'/S 37°55').,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;on sheet 98 x 69 cm.,,
9921336203607636,E1480900,E1480900,S0374600,S0374600,Victoria.Department of Crown Lands and Survey.,"Tildesley West, County of Tambo",(E 148°09'/S 37°46').,"Melbourne :H. J. Green, Govt. Printer,1925.",1 map ;on sheet  65 x 43 cm.,,
9921336853607636,E1480900,E1480900,S0374600,S0374600,Victoria.Department of Crown Lands and Survey.,"Tildesley West, County of Tambo",(E 148°09'/S 37°46').,"Melbourne :H. J. Green, Govt. Printer,1914.",2 maps on 1 sheet :mounted on linen ;on sheet  65 x 43 cm.,,
9921336883607636,E1415500,E1415500,S0373700,S0373700,Victoria.Department of Crown Lands and Survey.,"Toolka, County of Dundas",(E 141°55'/S 37°37').,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;on sheet 60 x 67 cm.,,
9921336923607636,E1451100,E1451100,S0362600,S0362600,Victoria.Department of Crown Lands and Survey.,"Toolamba West, County of Rodney",(E 145°11'/S 36°26').,"Melbourne :Dept. of Lands and Survey,1940.",1 map ;on sheet 94 x 73 cm.,,
9921337373607636,E1462200,E1462200,S0375300,S0375300,Victoria.Department of Crown Lands and Survey.,"Telbit, County of Tanjil",(E 146°22'/S 37°53').,"Melbourne :A. C. Brooks, Govt. Printer,1965.",1 map ;on sheet 98 x 76 cm.,,
9921337483607636,E14126000,E14126000,S0381900,S0381900,Victoria.Division of Survey and Mapping.,"Parish of Tarragal, County of Bourke",(E 141°26'/S 38°19').,"[Melbourne] :Division of Survey and Mapping,c.1976.",1 map ;on sheet 70 x 50 cm.,,
9921337523607636,E1412500,E1412500,S0370600,S0370600,Victoria.Department of Crown Lands and Survey.,"Telangatuk, County of Lowan",(E 141°52'/S 37°06').,"Melbourne :Dept. of Lands and Survey,1940.","1 map :col.,on sheet  50 x 67 cm.",,
9921337553607636,E1412500,E1412500,S0370600,S0370600,Victoria.Department of Crown Lands and Survey.,"Telangatuk, County of Lowan",(E 141°52'/S 37°06').,"Melbourne :Dept. of Lands and Survey,1883.",1 map ;on sheet 52 x 64 cm.,,
9921337573607636,E1464700,E1464700,S0383600,S0383600,Victoria.Department of Crown Lands and Survey.,"Tarra Tarra, County of Buln Buln",(E 146°47'/S 38°36').,"Melbourne :Dept. of Lands and Survey,1892.",1 map ;on sheet 102 x 69 cm.,,
9921337583607636,E1412500,E1412500,S0370600,S0370600,Victoria.Department of Crown Lands and Survey.,"Telangatuk, County of Lowan",(E 141°52'/S 37°06').,"Melbourne :Dept. of Lands and Survey,1882.",1 map on 2 sheets ;sheets 104 x 68 cm.,,
9921337623607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lots in the Parish of Tarra Tarra, Gipps Land",,"Melbourne :Crown Lands Office,1859.",1 map: mounted on linen ;on sheet 32 x 23 cm.,,
9921337723607636,,,,,Victoria.Department of Crown Lands and Survey,[Map of part of Parish of Toomballup],,"Melbourne :Dept, of Lands and Survey,1909.",1 map ;on sheet 69 x 92 cm.,,
9921337923607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Tarrawarra, County of Evelyn",,"[Melbourne] :Division of Survey and Mapping,c.1982.",1 map;on sheet 50 x 70 cm.,,
9921338183607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Tarrawingee, County of Bogong",,"[Melbourne] :Division of Survey and Mapping,c.1976.",1 map;on sheet 50 x 70 cm.,,
9921339983607636,E1414200,E1414200,S0370100,S0370100,Victoria.Department of Crown Lands and Survey.,"Toolongrook, County of Lowan",(E 141°42'/S 37°01').,"Melbourne :Dept. of Lands and Survey,1958.",1 map on 2 sheets ;sheets 68 x 98 cm.,,
9921340123607636,E1414200,E1414200,S0370100,S0370100,Victoria.Department of Crown Lands and Survey.,"Toolongrook, County of Lowan",(E 141°42'/S 37°01').,"Melbourne :Dept. of Lands and Survey,1882.",1 map on 2 sheets ;sheets 68 x 98 cm.,,
9921340343607636,E1455200,E1455200,S0384100,S0384100,Victoria.Department of Crown Lands and Survey.,"Tarwin, County of Buln Buln",(E 145°52'/S 38°41').,"Melbourne :A. C. Brooks, Govt. Printer,1960.",1 map ;on sheet 72 x 102 cm.,,
9921340383607636,E1414200,E1414200,S0370100,S0370100,Victoria.Department of Crown Lands and Survey,"Parish of Toolingrook, County of Lowan",(E 141°42'/S 37°01' ).,"Melbourne :Dept. of Lands and Survey,1871.",1 map ;on sheet 23 x 26 cm.,,
9921350173607636,E1460900,E1460900,S0363900,S0363900,Victoria.Department of Crown Lands and Survey.,"Tatong, No. 2",(E 146°09ʹ/S 36°39ʹ).,"[Melbourne? :Dept. of Lands and Survey?,192-?].",1 map ;on sheet 66 x 90 cm.,,
9921350313607636,E1481500,E1481500,S0374500,S0374500,Victoria.Department of Crown Lands and Survey.,"Tildesley East, County of Tambo",(E 148°15'/S 37°46').,"Melbourne :A.C. Brooks, Govt. Printer,1966.",1 map ;on sheet 101 x 76 cm.,,
9921350353607636,E1455600,E1455600,S0384400,S0384400,Victoria.Department of Crown Lands and Survey.,"Tarwin South, County of Buln Buln",(E 145°56ʹ/S 38°44ʹ).,"[Melbourne] :Dept. of Lands and Survey,1972.",1 map ;on sheet 77 x 102 cm.,,
9921350393607636,E1480900,E1480900,S0374600,S0374600,Victoria.Department of Crown Lands and Survey.,"Tildesley West, County of Tambo",(E 148°09'/S 37°46').,"Melbourne :A. C. Brooks, Govt. Printer,1965.",1 map on 2 sheets ;sheets 97 x 68 cm.,,
9921351843607636,E1475600,E1475600,S0373000,S0373000,Victoria.Department of Crown Lands and Survey.,"Timbarra, County of Tambo",(E 147°56'/S 37°30').,"Melbourne :A.C. Brooks, Govt. Printer,1967.",1 map ;on sheet 62 x 43 cm.,,
9921351993607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Toolleen, County of Evelyn",,"[Melbourne] :Division of Survey and Mapping,c.1983.",1 map;on sheet 70 x 50 cm.,,
9921352083607636,,,,,Victoria.Department of Crown Lands and Survey,"Special lots, Parish of Tchuterr",,"Melbourne :Dept. of Lands and Survey,1873.",2 maps on 1 sheet ;on sheet 22 x 29 cm.,,
9921352253607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Tatonga, County of Benambra",,"[Melbourne] :Division of Survey and Mapping,c.1977.",1 map;on sheet 70 x 50 cm.,,
9921352263607636,E1445300,E1445300,S0362000,S0362000,Victoria.Department of Crown Lands and Survey.,"Timmering, County of Rodney",(E 144°53'/S 36°20').,"Melbourne :Dept. of Lands and Survey,1923.",1 map ;37 x 30 cm.,,
9921352423607636,E1445300,E1445300,S0362000,S0362000,Victoria.Department of Crown Lands and Survey.,"Timmering, County of Rodney",(E 144°53'/S 36°20').,"Melbourne :Dept. of Lands and Survey,1882.",1 map ;on sheet 104 x 69  cm.,,
9921352443607636,E1445300,E1445300,S0362000,S0362000,Victoria.Department of Crown Lands and Survey.,"Timmering, County of Rodney",(E 144°53'/S 36°20').,"Melbourne :Dept. of Lands and Survey,1964.",1 map ;on sheet  100 x 68 cm.,,
9921352453607636,E1451800,E1451800,S0362700,S0362700,Victoria.Department of Crown Lands and Survey.,"Toolamba, County of Rodney",(E 145°18'/S 36°27').,"Melbourne :Dept. of Lands and Survey,1946.",1 map on 2 sheets ;sheets 97 x 69 cm.,,
9921352473607636,E1463900,E1463900,S0381700,S0381700,Victoria.Division of Survey and Mapping.,"Parish of Tong Bong, County of Buln Buln",(E 146°39'/S 38°17').,"Melbourne :Division of Survey and Mapping,c.1981.",1 map ;50 x 71 cm.,,
9921355433607636,E1465600,E1465600,S0384400,S0384400,Victoria.Division of Survey and Mapping.,"Parish of Tarwin South, County of Buln Buln",(E 146°56'/S 38°44').,"[Melbourne] :Division of Survey and Mapping,c.1978.",1 map;on sheet 50 x 70 cm.,,
9918554103607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country Lands, Dreeite, Grenville",,"Melbourne :Dept. of Lands and Survey,1861.",1 map ;on sheet 38 x 28 cm.,,
9918554613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Drik Drik, County of Normanby",,"Melbourne :A. C. Brooks, Govt. Printer,1964.",1 map ;on sheet 35 x 51 cm.,,
9918554623607636,,,,,Victoria.Department of Crown Lands and Survey.,"Drik Drik, County of Normanby",,"Melbourne :H. J. Green, Govt. Printer,1927.",1 map ;on sheet 49 x 58 cm.,,
9918554643607636,,,,,Victoria.Department of Crown Lands and Survey.,"Drik Drik, County of Normanby",,"Melbourne :Dept. of Lands and Survey,1884.",1 map ;on sheet 68 x 101 cm.,,
9918554653607636,,,,,Victoria.Department of Crown Lands and Survey.,"Bolangum, County of Kara Kara",(E 1425︢3'/S 365︢0').,"Melbourne :Dept. of Lands and Survey,1913.",1 map ;on sheet 50 x 36 cm.,,
9918555103607636,,,,,Victoria.Division of Survey and Mapping.,"Dropmore, Counties of Anglesey and Delatite",,"Melbourne :Division of Survey and Mapping,1981.",1 map on 2 sheets ;on sheets 70 x 51 cm.,,
9918555123607636,,,,,Victoria.Division of Survey and Mapping.,"Dropmore, Counties of Anglesey and Delatite",,"Melbourne :Division of Survey and Mapping,1981.",1 map ;on sheet 70 x 51 cm.,,
9918555433607636,,,,,Victoria.Department of Crown Lands and Survey.,"Bolerch, County of Kara Kara",,"Melbourne :Dept. of Lands and Survey,1884.",1 map ;on sheet 66 x 56 cm.,,
9918555973607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Bolwarra, County of Normanby",,"Melbourne :Division of Survey and Mapping,c. 1976.",1 map ;on sheet 70 x 50 cm.,,
9918556003607636,,,,,Victoria.Department of Crown Lands and Survey.,"Drouin East, County of Buln Buln",,"Melbourne :A. J. Mullett, Govt. Printer,1917.",1 map ;69 x 49 cm.,,
9918556103607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of East Drouin, County of Buln Buln",,"[Melbourne] :Division of Survey and Mapping,1981.",1 map ;on sheet 71 x 50 cm.,,
9918556173607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Bolwarra, County of Normanby",,"Melbourne :H. J Green, Govt. Printer1936.",1 map ;on sheet 55 x 37 cm.,,
9918556353607636,,,,,Victoria.Department of Crown Lands and Survey,"Drouin West, County of Buln Buln",,"Melbourne :A. J. Mullett, Govt. Printer1919.",1 map ;on sheet 46 x 52 cm.,,
9918556413607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Drouin West, County of Buln Buln",,"[Melbourne] :Division of Survey and Mapping,c1976.",1 map ;on sheet 50 x 71 cm.,,
9918556503607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Bonegilla, County of Bogong",,"Melbournw :Division of Survey and Mapping,c.1976.",1 map ;on sheet 50 x 70 cm.,,
9918556853607636,,,,,Victoria.Department of Crown Lands and Survey,"Special lands, Parish of Bonegilla, County unnamed",,"Melbourne :Dept. of Crown Lands and Survey,1864.",1 map ;on sheet 21 x 31 cm.,,
9918556933607636,,,,,Victoria.Department of Crown Lands and Survey.,"Doutta Galla, County of Bourke",,"Melbourne :H. J. Green, Govt. Printer,1937.",1 map ;on sheet 136 x 75 cm.,,
9918556963607636,,,,,Victoria.Department of Crown Lands and Survey.,"Doutta Galla, County of Bourke",,"Melbourne :H. J. Green, Govt. Printer,1937.",1 map ;on sheet 136 x 75 cm.,,
9918557003607636,,,,,Victoria.Department of Crown Lands and Survey.,"Doutta Galla, County of Bourke",,"Melbourne :Dept. of Lands and Survey,[1896?].",1 map :mounted on linen;on sheet  53 x 38cm.,,
9918557403607636,,,,,Victoria.Department of Crown Lands and Survey,"Bonn, County of Rodney",,"Melbourne :A. J. Mullet, Govt. Printer,1919.",1 map ;on sheet 35 x 29 cm.,,
9918559313607636,,,,,Victoria.Department of Crown Lands and Survey.,"Bonang, County of Croajingolong",,"Melbourne :Dept. of Lands and Survey,1928.",1 map ;on sheet 46 x 70 cm.,,
9918559853607636,,,,,Victoria.Department of Crown Lands and Survey,"Country lands, Parish of Bontherambo, Murray District",,"Melbourne :Dept. of Crown Lands and Survey,1864.",1 map ;on sheet 31 x 45 cm.,,
9918567143607636,,,,,Victoria.Department of Crown Lands and Survey,"Country lands, Parish of Boikerbert",,"Melbourne :Dept. of Crown Lands and Survey,1871.",1 map ;on sheet 45 x 29 cm.,,
9918567203607636,,,,,Victoria.Department of Crown Lands and Survey,"Boikerbert, County of Lowan",,"Melbourne :Dept. of Crown Lands and Survey,1880.",1 map ;on sheet 108 x 79 cm.,,
9918567303607636,,,,,Victoria.Department of Crown Lands and Survey,"Boikerbert, County of Lowan",,"Melbourne :Dept. of Crown Lands and Survey,1931.",1 map ;on sheet 43 x 55 cm.,,
9918567643607636,,,,,Victoria.Department of Crown Lands and Survey,"Boodyarn, County of Buln Buln",,"Melbourne :Dept. of Crown Lands and Survey,1909.",1 map ;on sheet 38 x 64 cm.,,
9918567743607636,,,,,Victoria.Department of Crown Lands and Survey,[Boodyarn sheet 2],,"Melbourne :Dept. of Crown Lands and Survey,1909.",1 map ;on sheet 77 x 45 cm.,,
9918568473607636,,,,,Victoria.Department of Crown Lands and Survey.,"Boga, County of Tatchera",(E 143°42'/S 35°29').,"Melbourne :A. J. Mullet, Govt. Printer,1920.",1 map ;61 x 38 cm.,,
9918571703607636,,,,,Victoria.Department of Crown Lands and Survey,"Cranbourne, County of Mornington",,"MelbourneJ. J. Gourley, Govt. Printer1948.",1 map ;on sheet 35 x 48 cm.,,
9918571803607636,,,,,Victoria.Department of Crown Lands and Survey.,"Cranbourne, County of Mornington",,"Melbourne :A. C. Brooks Govt. Printer,1967.",1 map ;22 x 45 cm.,,
9918571823607636,,,,,Victoria.Department of Crown Lands and Survey.,"Cranbourne, County of Mornington",,"MelbourneJ. J. Gourley, Govt. Printer1948.",1 map ;on sheet 35 x 48 cm.,,
9918573803607636,E1413500,E1413500,S 0380400,S0380400,Victoria.Department of Crown Lands and Survey,"Drumborg, County of Normanby",(E 141°35'/ S 38°04').,"Melbourne:Dept. of Lands and Survey,1879.",1 map ;on sheet 69 x 102 cm.,,
9918573843607636,E1455300,E1455300,S0383700,S0383700,Victoria.Division of Survey and Mapping.,"Parish of Drumdlemara, County of Buln Buln",(E 1455°3ʹ/S 383°7ʹ).,[Melbourne] :Division of Survey and Mapping1983.,1 map on 2 sheets ;50 x 71 cm and 50 x 71 cm.,,
9918574043607636,E1455300,E1455300,S0383700,S0383700,Victoria.Department of Crown Lands and Survey.,"Drumdlemara, County of Buln Buln",(E 145°53'/S 38°37').,"Melbourne :W. M. Houston, Govt. Printer,1953.",1 map ;on sheet 48 x 69 cm.,,
9918574293607636,E1455300,E1455300,S0383700,S0383700,Victoria.Department of Crown Lands and Survey.,"Drumdlemara, County of Buln Buln",(E 145°53ʹ/S 38°37ʹ).,"[Melbourne? :Dept. of Crown Lands and Survey?,19-?].",1 map ;36 x 67 cm.,,
9918574613607636,E1415400,E1415400,S0363700,S0363700,Victoria.Department of Crown Lands and Survey.,"Duchembegarra, County of Lowan",(E 141°54'/S 36°37').,"[Melbourne? :Dept. of Lands and Survey?],1909.",1 map ;102 x 69 cm.,,
9918574623607636,,,,,Victoria.Department of Crown Lands and Survey.,"[Map of Part of Parish of Duchembegarra],",,"[Melbourne? :Dept. of Lands and Survey?],1914.",1 map ;92 x 63 cm.,,
9918575543607636,E1432700,E1432700,S0370500,S0370500,Victoria.Department of Crown Lands and Survey,Boola Boloke. County of Kara Kara,(E 143°27'/ S 37°05').,"Melbourne :Dept. of Crown Lands and Survey,1908.",1 map ;on sheet 102 x 68 cm.,,
9918575573607636,,,,,Victoria.Department of Crown Lands and Survey,"Part of parishes of Dubbo & Tyalla, County of Weeah",,"Melbourne :Dept. of Lands and Survey,1912.",1 map ;on sheet 48 x 36 cm.,,
9918575823607636,,,,,Victoria.Office of Lands and Survey,"Country lands, parishes of Drung-Drung & Golton-Golton",,"Melbourne :Office of Lands and Survey,[1866?].",1 map ;on sheet 43 x 55 cm.,,
9918575903607636,E1422300,E1422300,S0364600,S0364600,Victoria.Department of Crown Lands and Survey.,"Drung Drung, County of Borung",(E 142°23'/S 36°4̊6').,"Melbourne :Dept. of Lands and Survey,1881.",1 map on 2 sheets ;62 x 78 cm and 58 x 78 cm.,,
9918576143607636,E1460800,E1460800,S0365500,S0365500,Victoria.Department of Crown Lands and Survey.,"Dueran, County of Delatite",(E 146°0̊8ʹ/S 36°5̊5ʹ).,"Melbourne :W. M. Houston Govt. Printer,1957.",1 map ;96 x 69 cm.,,
9918576233607636,E1460800,E1460800,S0365500,S0365500,Victoria.Department of Crown Lands and Survey.,"Dueran East, County of Delatite",(E 146°0̊8ʹ/S 36°5̊5ʹ).,"Melbourne :Dept. of Lands and Survey,1894.",1 map ;96 x 69 cm.,,
9918576273607636,E1460800,E1460800,S0365500,S0365500,Victoria.Department of Crown Lands and Survey.,"Dueran East, County of Delatite",(E 146°0̊8ʹ/S 36°5̊5ʹ).,"Melbourne :Dept. of Lands and Survey,1894.",1 map ;96 x 69 cm.,,
9918576543607636,E1461600,E1461600,S0365700,S0365700,Victoria.Department of Crown Lands and Survey.,"Dueran East, County of Delatite",(E 146°1̊6ʹ/S 36°5̊7ʹ).,"Melbourne :A. C. Brooks Govt. Printer,1966.",1 map ;42 x 65 cm.,,
9918577013607636,E1461600,E1461600,S0365700,S0365700,Victoria.Department of Crown Lands and Survey.,"Dueran East, County of Delatite",(E 146°1̊6ʹ/S 36°5̊7ʹ).,"Melbourne :A. C. Brooks Govt. Printer,1966.",1 map ;68 x 102 cm.,,
9918577033607636,E1460800,E1460800,S0383300,S0383300,Victoria.Division of Survey and Mapping.,"Parish of Dumbalk, County of Buln Buln",(E146° 08' /S38° 33').,"[Melbourne] :Division of Survey and Mapping,1980.",1 map ;on sheet 51 x 72 cm.,,
9918577253607636,E1460800,E1460800,S0383300,S0383300,Victoria.Department of Crown Lands and Survey.,"Dumbalk, County of Buln Buln",(E 146°08ʹ/S 383°3ʹ).,"Melbourne :W. M. Houston, Govt. Printer,1957.",1 map ;68 x 48 cm.,,
9918577343607636,E1441500,E1441500,S0381300,S0381300,Victoria.Department of Crown Lands and Survey.,"Duneed, County of Grant",(S 38°13'/E 144°15' E).,"Melbourne :A. C. Brooks Govt. Printer,1962.",1 map ;on sheet 39 x 59 cm.,,
9918577373607636,E1460400,E1460400,S0360900,S0360900,Victoria.Department of Crown Lands and Survey.,"Boomahnoomoonah, County of Moira",(E 1460︢4'/S 360︢9').,"Melbourne :Dept. of Lands and Survey,1967.",1 map ;101 x 66 cm.,,
9918577383607636,E1460400,E1460400,S0360900,S0360900,Victoria.Department of Crown Lands and Survey.,"Boomahnoomoonah, County of Moira",(E 146°04'/S 36°09').,"Melbourne :Dept. of Lands and Survey,1915.",1 map ;37 x 30 cm.,,
9918577403607636,E1441500,E1441500,S0381300,S0381300,Victoria.Department of Crown Lands and Survey.,"Duneed, County of Grant",(S 38° 13'/E 144°15' E).,"Melbourne :A. J. Mullet Govt. Printer,1917.",1 map ;on sheet 39 x 59 cm.,,
9918577553607636,E1460400,E1460400,S0360900,S0360900,Victoria.Department of Crown Lands and Survey.,"Boomahnoomoonah, County of Moira",(E 146°04'/S 36°09').,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;101 x 66 cm.,,
9918577623607636,E1441500,E1441500,S0381300,S0381300,Victoria.Division of Survey and Mapping.,"Parish of Duneed, County of Grant",(S 38° 13'/E 144°15' E).,"Melbourne :Division of Survey and Mapping,1981.",1 map ;on sheet 50 x 71 cm.,,
9918577643607636,E1460400,E1460400,S0360900,S0360900,Victoria.Division of Survey and Mapping.,"Boomahnoomoonah, County of Moira",(E 146°04'/S 36°09').,"Melbourne :Divison of Survey and Mapping,1983.",1 map ;on sheet 71 x 50 cm.,,
9918577713607636,E1453400,E1453400,S0360800,S0360800,Victoria.Department of Crown Lands and Survey.,"Dunbulbalane, County of Moira",(E 145°34'/S 360°8').,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;102 x 69 cm.,,
9918577783607636,E1453400,E1453400,S0360800,S0360800,Victoria.Department of Crown Lands and Survey.,"Dunbulbalane, County of Moira",(E 1453°4'/S 360°8').,"Melbourne :A. C. Brooks Govt. Printer,1968.",1 map on 4 sheets;101 x 76 cm and 101 x 76 cm and 101 x 76 cm and 101 x 76 cm.,,
9918578193607636,E1440100,E1440100,S0382600,S0382600,Victoria.Division of Survey and Mapping.,Parish of Boonah,(E 144°01'/S 38°26' ).,"Melbourne :Divison of Survey and Mapping,1982.",1 map ;on sheet 50 x 70 cm.,,
